,1. open,2. high,3. low,4. close,5. volume
2010-07-02,2.76,2.93,2.21,2.35,2792300.0
2010-06-25,3.0,3.06,2.76,2.76,581300.0
2010-06-18,2.9,3.5,2.85,3.03,949900.0
2010-06-11,2.82,2.97,2.51,2.9,1200500.0
2010-06-04,3.8,3.8999,2.78,2.8,1054600.0
2010-05-28,3.93,3.99,3.4,3.87,688100.0
2010-05-21,4.28,4.51,3.6,3.97,874700.0
2010-05-14,4.0,4.67,3.89,4.23,1039600.0
2010-05-07,4.25,4.54,3.36,3.69,960300.0
2010-04-30,4.3,4.56,4.12,4.27,676500.0
2010-04-23,4.5,4.52,4.21,4.31,373300.0
2010-04-16,4.78,4.78,4.06,4.4,1275600.0
2010-04-09,4.66,5.2345,4.1,4.63,2874200.0
2010-04-01,5.29,5.51,4.41,4.62,1955400.0
2010-03-26,7.81,8.99,5.05,5.21,6564200.0
2010-03-19,6.0,7.97,5.64,7.7,2854600.0
2010-03-12,5.26,6.84,5.15,5.98,1435900.0
2010-03-05,5.13,5.37,5.05,5.3,287300.0
2010-02-26,5.17,5.64,5.02,5.16,548300.0
2010-02-19,5.25,5.38,5.02,5.2,513700.0
2010-02-12,5.25,5.41,5.01,5.3,324700.0
2010-02-05,5.38,5.43,5.08,5.28,478700.0
2010-01-29,5.33,5.44,4.8,5.33,751900.0
2010-01-22,5.55,5.78,5.03,5.16,592700.0
2010-01-15,4.26,5.8,4.0601,5.55,2456100.0
2010-01-08,4.58,4.62,3.48,4.3,1115900.0
2009-12-31,4.67,4.72,4.27,4.58,491100.0
2009-12-24,4.29,4.84,4.2,4.62,1356600.0
2009-12-18,2.67,4.14,2.55,4.12,2191700.0
2009-12-11,2.7,2.7999,2.31,2.6799,481000.0
2009-12-04,2.24,2.84,2.06,2.54,602000.0
2009-11-27,2.1,2.24,2.07,2.13,165100.0
2009-11-20,2.1,2.2399,2.048,2.09,131000.0
2009-11-13,2.14,2.21,2.01,2.19,488400.0
2009-11-06,2.24,2.3899,2.0,2.05,637500.0
2009-10-30,2.14,2.15,1.51,2.09,1110000.0
2009-10-23,2.3,2.34,2.07,2.19,545300.0
2009-10-16,2.3,2.36,2.2,2.23,661400.0
2009-10-09,2.55,2.65,2.23,2.24,819800.0
2009-10-02,2.5,2.66,2.41,2.55,486100.0
2009-09-25,2.85,2.96,2.45,2.47,2011900.0
2009-09-18,2.89,3.0,2.74,2.77,427900.0
2009-09-11,2.7,2.93,2.63,2.83,296800.0
2009-09-04,3.11,3.11,2.57,2.6999,296700.0
2009-08-28,3.04,3.14,2.91,3.06,183600.0
2009-08-21,3.46,3.46,3.0,3.04,377900.0
2009-08-14,3.4,3.56,3.31,3.43,190800.0
2009-08-07,3.69,3.71,3.29,3.38,382400.0
2009-07-31,4.25,4.93,3.7,3.7,526300.0
2009-07-24,3.47,4.29,3.31,4.2,322500.0
2009-07-17,3.42,4.1994,3.15,3.33,145300.0
2009-07-10,4.09,4.21,3.31,3.53,141100.0
2009-07-02,4.5,4.99,4.1,4.22,114600.0
2009-06-26,4.7,4.91,4.41,4.5,106100.0
2009-06-19,4.93,5.0,4.5,4.85,62000.0
2009-06-12,4.8,5.42,4.75,4.93,130900.0
2009-06-05,5.24,5.41,4.6,4.84,208300.0
2009-05-29,6.06,6.24,5.24,5.24,125400.0
2009-05-22,6.94,7.57,5.6,6.23,256900.0
2009-05-15,4.98,6.3,4.72,6.05,331400.0
2009-05-08,5.0,5.0,4.0,4.87,100400.0
2009-05-01,4.88,5.49,4.5,4.85,76700.0
2009-04-24,4.84,5.0,4.51,4.76,55900.0
2009-04-17,4.78,5.0,4.5,4.9,105000.0
2009-04-09,4.9,5.0,4.4201,4.99,34500.0
2009-04-03,4.65,5.71,4.62,4.99,85100.0
2009-03-27,4.14,5.29,3.6101,4.978,92000.0
2009-03-20,3.31,4.34,2.82,3.92,84700.0
2009-03-13,3.4,3.6999,2.71,3.3001,105900.0
2009-03-06,4.2,4.2,3.26,3.3,80500.0
2009-02-27,5.0,5.1899,4.02,4.08,62500.0
2009-02-20,5.79,5.96,4.9,4.91,52700.0
2009-02-13,6.75,7.19,5.51,5.71,62700.0
2009-02-06,4.81,6.7,4.8,6.68,98900.0
2009-01-30,5.27,5.27,4.08,4.81,64400.0
2009-01-23,4.55,4.68,3.9,4.02,70900.0
2009-01-16,5.61,5.61,3.96,4.01,113300.0
2009-01-09,5.82,5.94,5.3,5.3999,46000.0
2009-01-02,6.37,6.37,5.41,6.0,94300.0
2008-12-26,7.25,7.43,6.0,6.15,58400.0
2008-12-19,9.28,9.4201,7.07,7.47,73100.0
2008-12-12,8.83,9.5,8.3,9.274,54600.0
2008-12-05,7.39,8.6799,7.26,8.63,68700.0
2008-11-28,7.85,8.0,7.12,7.25,140400.0
2008-11-21,9.02,9.99,7.545,7.85,164500.0
